iterations,dataset_id,mae,mse,rmse,unique_subsets,num_clusters,actual_epsilon,step
0.225,11,0.16953125,0.066567383,0.258006556,31,5,0.225,0
0.225,12,0.049702381,0.003456079,0.058788426,127,7,0.225,0
0.225,13,6.25E-17,1.27E-32,1.13E-16,255,8,0.225,0
0.225,14,0,0,0,255,8,0.225,0
0.225,15,1.39E-17,1.54E-33,3.93E-17,255,8,0.225,0
0.225,16,0.188839286,0.067759708,0.26030695,3,2,0.225,0
0.225,17,0.41421131,0.217831743,0.466724483,31,5,0.225,0
0.225,18,0.139732143,0.026315481,0.162220469,127,7,0.225,0
0.225,19,0,0,0,255,8,0.2030625,2
0.225,20,0.168452381,0.045357143,0.212972165,3,2,0.225,0
0.225,21,2.78E-17,6.16E-33,7.85E-17,255,8,0.225,0
0.225,22,0.247172619,0.075817301,0.275349416,63,6,0.225,0
0.225,23,0.217261905,0.05912477,0.243155855,63,6,0.225,0
0.225,24,0.641964286,0.43762702,0.661533839,3,2,0.225,0
0.225,25,6.94E-18,3.85E-34,1.96E-17,255,8,0.21375,1
0.225,26,0.286607143,0.108022073,0.328667116,63,6,0.2030625,2
0.225,27,0.165327381,0.03758138,0.193859176,63,6,0.225,0
0.225,28,0.075,0.005625,0.075,31,5,0.225,0
0.225,29,0.09375,0.009375,0.096824584,15,4,0.225,0
0.225,30,0,0,0,255,8,0.225,0
0.225,31,0.140029762,0.028696861,0.169401479,31,5,0.225,0
0.225,32,0.038988095,0.001610642,0.0401328,31,5,0.225,0
0.225,33,4.16E-17,7.70E-33,8.78E-17,255,8,0.225,0
0.225,34,0.052232143,0.006456207,0.080350529,127,7,0.225,0
0.225,35,0.234077381,0.081957842,0.2862828,127,7,0.2030625,2
0.225,36,0.01235119,0.000185126,0.013606106,63,6,0.225,0
0.225,37,0.103869048,0.018811473,0.137154922,63,6,0.225,0
0.225,38,0,0,0,255,8,0.225,0
0.225,39,0.141617063,0.049650416,0.222823732,63,6,0.225,0
0.225,40,0.18452381,0.047989543,0.219065158,127,7,0.225,0
0.225,41,0.053720238,0.005753525,0.075851996,127,7,0.225,0
0.225,42,0.105059524,0.023199936,0.152315253,127,7,0.225,0
0.225,43,0,0,0,255,8,0.225,0
0.225,44,0.021875,0.000673452,0.025950947,127,7,0.225,0
0.225,45,0,0,0,255,8,0.225,0
0.225,46,2.78E-17,6.16E-33,7.85E-17,255,8,0.225,0
0.225,47,0,0,0,255,8,0.225,0
0.25,0,0.140922619,0.036800418,0.191834351,127,7,0.25,0
0.25,1,0.094940476,0.013753455,0.117275123,127,7,0.25,0
0.25,2,0.334002976,0.181994889,0.42660859,63,6,0.203626562,4
0.25,3,0.25,0.074127693,0.272264013,63,6,0.142200023,11
0.25,4,0.146279762,0.02938667,0.171425407,127,7,0.25,0
0.25,5,0.272842262,0.096999362,0.311447206,31,5,0.25,0
0.25,6,1.73E-17,1.64E-33,4.05E-17,255,8,0.25,0
0.25,7,0.070386905,0.008339268,0.091319593,127,7,0.157562352,9
0.25,8,0.207142857,0.056614938,0.237938937,63,6,0.2375,1
0.25,9,0.333854167,0.157850987,0.397304652,63,6,0.25,0
0.25,10,0.146577381,0.036373211,0.19071762,127,7,0.193445234,5
0.25,11,0.16953125,0.066567383,0.258006556,31,5,0.25,0
0.25,12,0.049702381,0.003456079,0.058788426,127,7,0.225625,2
0.25,13,6.25E-17,1.27E-32,1.13E-16,255,8,0.25,0
0.25,14,0.186160714,0.050288938,0.224251953,127,7,0.25,0
0.25,15,0.155654762,0.035569086,0.188597682,127,7,0.25,0
0.25,16,0.188839286,0.067759708,0.26030695,3,2,0.25,0
0.25,17,0.41421131,0.217831743,0.466724483,31,5,0.225625,2
0.25,18,0.139732143,0.026315481,0.162220469,127,7,0.25,0
0.25,19,0.130505952,0.023747055,0.154100794,127,7,0.203626562,4
0.25,20,0.168452381,0.045357143,0.212972165,3,2,0.25,0
0.25,21,2.78E-17,6.16E-33,7.85E-17,255,8,0.25,0
0.25,22,0.247172619,0.075817301,0.275349416,63,6,0.225625,2
0.25,23,0.217261905,0.05912477,0.243155855,63,6,0.225625,2
0.25,24,0.641964286,0.43762702,0.661533839,3,2,0.25,0
0.25,25,6.94E-18,3.85E-34,1.96E-17,255,8,0.21434375,3
0.25,26,0.286607143,0.108022073,0.328667116,63,6,0.203626562,4
0.25,27,0.165327381,0.03758138,0.193859176,63,6,0.225625,2
0.25,28,0.075,0.005625,0.075,31,5,0.25,0
0.25,29,0.09375,0.009375,0.096824584,15,4,0.25,0
0.25,30,0,0,0,255,8,0.25,0
0.25,31,0.140029762,0.028696861,0.169401479,31,5,0.25,0
0.25,32,0.038988095,0.001610642,0.0401328,31,5,0.25,0
0.25,33,0.018526786,0.000367794,0.019177963,127,7,0.25,0
0.25,34,0.052232143,0.006456207,0.080350529,127,7,0.225625,2
0.25,35,0.234077381,0.081957842,0.2862828,127,7,0.203626562,4
0.25,36,0.01235119,0.000185126,0.013606106,63,6,0.25,0
0.25,37,0.103869048,0.018811473,0.137154922,63,6,0.25,0
0.25,38,0.110714286,0.019658336,0.140208188,127,7,0.25,0
0.25,39,0.23735119,0.071991479,0.268312279,31,5,0.25,0
0.25,40,0.18452381,0.047989543,0.219065158,127,7,0.2375,1
0.25,41,0.053720238,0.005753525,0.075851996,127,7,0.2375,1
0.25,42,0.105059524,0.023199936,0.152315253,127,7,0.25,0
0.25,43,0,0,0,255,8,0.25,0
0.25,44,0.021875,0.000673452,0.025950947,127,7,0.25,0
0.25,45,0,0,0,255,8,0.25,0
0.25,46,0.108184524,0.017282521,0.131463003,127,7,0.25,0
0.25,47,0.219494048,0.066773823,0.258406313,127,7,0.25,0
0.275,0,0.140922619,0.036800418,0.191834351,127,7,0.275,0
0.275,1,0.094940476,0.013753455,0.117275123,127,7,0.275,0
0.275,2,0.334002976,0.181994889,0.42660859,63,6,0.20215027,6
0.275,3,0.25,0.074127693,0.272264013,63,6,0.141169073,13
0.275,4,0.146279762,0.02938667,0.171425407,127,7,0.2481875,2
0.275,5,0.272842262,0.096999362,0.311447206,31,5,0.275,0
0.275,6,1.73E-17,1.64E-33,4.05E-17,255,8,0.275,0
0.275,7,0.070386905,0.008339268,0.091319593,127,7,0.156420025,11
0.275,8,0.207142857,0.056614938,0.237938937,63,6,0.235778125,3
0.275,9,0.333854167,0.157850987,0.397304652,63,6,0.2481875,2
0.275,10,0.146577381,0.036373211,0.19071762,127,7,0.192042756,7
0.275,11,0.16953125,0.066567383,0.258006556,31,5,0.275,0
0.275,12,0.049702381,0.003456079,0.058788426,127,7,0.223989219,4
0.275,13,6.25E-17,1.27E-32,1.13E-16,255,8,0.275,0
0.275,14,0.186160714,0.050288938,0.224251953,127,7,0.275,0
0.275,15,0.155654762,0.035569086,0.188597682,127,7,0.26125,1
0.275,16,0.188839286,0.067759708,0.26030695,3,2,0.275,0
0.275,17,0.41421131,0.217831743,0.466724483,31,5,0.223989219,4
0.275,18,0.139732143,0.026315481,0.162220469,127,7,0.275,0
0.275,19,0,0,0,255,8,0.20215027,6
0.275,20,0.168452381,0.045357143,0.212972165,3,2,0.275,0
0.275,21,2.78E-17,6.16E-33,7.85E-17,255,8,0.275,0
0.275,22,0.247172619,0.075817301,0.275349416,63,6,0.223989219,4
0.275,23,0.153422619,0.036295617,0.190514087,127,7,0.223989219,4
0.275,24,0.641964286,0.43762702,0.661533839,3,2,0.275,0
0.275,25,0.241517857,0.065444037,0.255820322,63,6,0.275,0
0.275,26,0.286607143,0.108022073,0.328667116,63,6,0.20215027,6
0.275,27,0.165327381,0.03758138,0.193859176,63,6,0.223989219,4
0.275,28,0.075,0.005625,0.075,31,5,0.275,0
0.275,29,0.09375,0.009375,0.096824584,15,4,0.275,0
0.275,30,0,0,0,255,8,0.275,0
0.275,31,0.140029762,0.028696861,0.169401479,31,5,0.275,0
0.275,32,0.038988095,0.001610642,0.0401328,31,5,0.275,0
0.275,33,0.018526786,0.000367794,0.019177963,127,7,0.26125,1
0.275,34,0.052232143,0.006456207,0.080350529,127,7,0.223989219,4
0.275,35,0.234077381,0.081957842,0.2862828,127,7,0.20215027,6
0.275,36,0.01235119,0.000185126,0.013606106,63,6,0.275,0
0.275,37,0.103869048,0.018811473,0.137154922,63,6,0.275,0
0.275,38,0.110714286,0.019658336,0.140208188,127,7,0.26125,1
0.275,39,0.23735119,0.071991479,0.268312279,31,5,0.2481875,2
0.275,40,0.18452381,0.047989543,0.219065158,127,7,0.235778125,3
0.275,41,0.053720238,0.005753525,0.075851996,127,7,0.235778125,3
0.275,42,0.105059524,0.023199936,0.152315253,127,7,0.275,0
0.275,43,0.116815476,0.018895621,0.137461343,127,7,0.275,0
0.275,44,0.156994048,0.033192673,0.182188564,63,6,0.275,0
0.275,45,0.137797619,0.029102271,0.170593878,127,7,0.275,0
0.275,46,0.108184524,0.017282521,0.131463003,127,7,0.2481875,2
0.275,47,0.219494048,0.066773823,0.258406313,127,7,0.2481875,2
0.3,0,0.187797619,0.048197988,0.219540401,63,6,0.3,0
0.3,1,0.094940476,0.013753455,0.117275123,127,7,0.3,0
0.3,2,0.334002976,0.181994889,0.42660859,63,6,0.199026129,8
0.3,3,0.25,0.074127693,0.272264013,63,6,0.138987369,15
0.3,4,0.146279762,0.02938667,0.171425407,127,7,0.244351875,4
0.3,5,0.272842262,0.096999362,0.311447206,31,5,0.3,0
0.3,6,1.73E-17,1.64E-33,4.05E-17,255,8,0.3,0
0.3,7,0.070386905,0.008339268,0.091319593,127,7,0.162108026,12
0.3,8,0.207142857,0.056614938,0.237938937,63,6,0.232134281,5
0.3,9,0.180357143,0.054218772,0.232849248,127,7,0.244351875,4
0.3,10,0.146577381,0.036373211,0.19071762,127,7,0.199026129,8
0.3,11,0.16953125,0.066567383,0.258006556,31,5,0.3,0
0.3,12,0.049702381,0.003456079,0.058788426,127,7,0.232134281,5
0.3,13,0.118005952,0.020236501,0.142255056,127,7,0.3,0
0.3,14,0.417559524,0.213902264,0.462495691,63,6,0.3,0
0.3,15,0.155654762,0.035569086,0.188597682,127,7,0.2572125,3
0.3,16,0.188839286,0.067759708,0.26030695,3,2,0.3,0
0.3,17,0.41421131,0.217831743,0.466724483,31,5,0.220527567,6
0.3,18,0.139732143,0.026315481,0.162220469,127,7,0.3,0
0.3,19,0,0,0,255,8,0.199026129,8
0.3,20,0.168452381,0.045357143,0.212972165,3,2,0.3,0
0.3,21,2.78E-17,6.16E-33,7.85E-17,255,8,0.3,0
0.3,22,0.132291667,0.027346341,0.165367291,127,7,0.220527567,6
0.3,23,0.217261905,0.05912477,0.243155855,63,6,0.232134281,5
0.3,24,0.641964286,0.43762702,0.661533839,3,2,0.3,0
0.3,25,0.241517857,0.065444037,0.255820322,63,6,0.3,0
0.3,26,0.286607143,0.108022073,0.328667116,63,6,0.209501189,7
0.3,27,0.165327381,0.03758138,0.193859176,63,6,0.220527567,6
0.3,28,0.09375,0.014431424,0.12013086,15,4,0.3,0
0.3,29,0.09375,0.009375,0.096824584,15,4,0.3,0
0.3,30,0,0,0,255,8,0.3,0
0.3,31,0.140029762,0.028696861,0.169401479,31,5,0.285,1
0.3,32,0.038988095,0.001610642,0.0401328,31,5,0.3,0
0.3,33,0.018526786,0.000367794,0.019177963,127,7,0.2572125,3
0.3,34,0.052232143,0.006456207,0.080350529,127,7,0.232134281,5
0.3,35,0.234077381,0.081957842,0.2862828,127,7,0.199026129,8
0.3,36,0.145535714,0.047582975,0.218135221,31,5,0.3,0
0.3,37,0.103869048,0.018811473,0.137154922,63,6,0.3,0
0.3,38,0.110714286,0.019658336,0.140208188,127,7,0.27075,2
0.3,39,0.251240079,0.097797324,0.312725637,7,3,0.285,1
0.3,40,0.18452381,0.047989543,0.219065158,127,7,0.232134281,5
0.3,41,0.053720238,0.005753525,0.075851996,127,7,0.232134281,5
0.3,42,0.153571429,0.035172105,0.187542276,63,6,0.3,0
0.3,43,0.116815476,0.018895621,0.137461343,127,7,0.3,0
0.3,44,0.156994048,0.033192673,0.182188564,63,6,0.3,0
0.3,45,0.141592262,0.029004836,0.170308063,63,6,0.285,1
0.3,46,0.108184524,0.017282521,0.131463003,127,7,0.2572125,3
0.3,47,0,0,0,255,8,0.244351875,4
0.325,0,0.187797619,0.048197988,0.219540401,63,6,0.30875,1
0.325,1,0.094940476,0.013753455,0.117275123,127,7,0.2933125,2
0.325,2,0.334002976,0.181994889,0.42660859,63,6,0.194589505,10
0.325,3,0.101190476,0.014172336,0.119047619,1,1,0.325,0
0.325,4,0.146279762,0.02938667,0.171425407,127,7,0.251478805,5
0.325,5,0.272842262,0.096999362,0.311447206,31,5,0.30875,1
0.325,6,1.73E-17,1.64E-33,4.05E-17,255,8,0.325,0
0.325,7,0.070386905,0.008339268,0.091319593,127,7,0.158494368,14
0.325,8,0.207142857,0.056614938,0.237938937,63,6,0.238904864,6
0.325,9,0.180357143,0.054218772,0.232849248,127,7,0.238904864,6
0.325,10,0.44233631,0.324305113,0.56947793,7,3,0.30875,1
0.325,11,0.16953125,0.066567383,0.258006556,31,5,0.325,0
0.325,12,0.049702381,0.003456079,0.058788426,127,7,0.226959621,7
0.325,13,0.202678571,0.050503362,0.22472953,63,6,0.325,0
0.325,14,0.417559524,0.213902264,0.462495691,63,6,0.325,0
0.325,15,0.204464286,0.048061822,0.219230067,63,6,0.264714531,4
0.325,16,0.188839286,0.067759708,0.26030695,3,2,0.325,0
0.325,17,0.41421131,0.217831743,0.466724483,31,5,0.226959621,7
0.325,18,0.139732143,0.026315481,0.162220469,127,7,0.325,0
0.325,19,0.130505952,0.023747055,0.154100794,127,7,0.204831058,9
0.325,20,0.168452381,0.045357143,0.212972165,3,2,0.325,0
0.325,21,2.78E-17,6.16E-33,7.85E-17,255,8,0.325,0
0.325,22,0.247172619,0.075817301,0.275349416,63,6,0.226959621,7
0.325,23,0.217261905,0.05912477,0.243155855,63,6,0.226959621,7
0.325,24,0.641964286,0.43762702,0.661533839,3,2,0.325,0
0.325,25,0.241517857,0.065444037,0.255820322,63,6,0.2933125,2
0.325,26,0.477951389,0.431352307,0.656774167,7,3,0.325,0
0.325,27,0.165327381,0.03758138,0.193859176,63,6,0.226959621,7
0.325,28,0.09375,0.014431424,0.12013086,15,4,0.325,0
0.325,29,0.260416667,0.188541667,0.434213849,7,3,0.325,0
0.325,30,0.120089286,0.023706597,0.153969468,127,7,0.325,0
0.325,31,0.140029762,0.028696861,0.169401479,31,5,0.278646875,3
0.325,32,0.038988095,0.001610642,0.0401328,31,5,0.325,0
0.325,33,0.018526786,0.000367794,0.019177963,127,7,0.264714531,4
0.325,34,0.052232143,0.006456207,0.080350529,127,7,0.226959621,7
0.325,35,0.234077381,0.081957842,0.2862828,127,7,0.204831058,9
0.325,36,0.145535714,0.047582975,0.218135221,31,5,0.30875,1
0.325,37,0.103869048,0.018811473,0.137154922,63,6,0.325,0
0.325,38,0.110714286,0.019658336,0.140208188,127,7,0.264714531,4
0.325,39,0.23735119,0.071991479,0.268312279,31,5,0.251478805,5
0.325,40,0.18452381,0.047989543,0.219065158,127,7,0.238904864,6
0.325,41,0.053720238,0.005753525,0.075851996,127,7,0.226959621,7
0.325,42,0.153571429,0.035172105,0.187542276,63,6,0.30875,1
0.325,43,0.116815476,0.018895621,0.137461343,127,7,0.325,0
0.325,44,0.204241071,0.056722559,0.238164982,31,5,0.325,0
0.325,45,0.141592262,0.029004836,0.170308063,63,6,0.278646875,3
0.325,46,0.108184524,0.017282521,0.131463003,127,7,0.251478805,5
0.325,47,0.219494048,0.066773823,0.258406313,127,7,0.251478805,5
0.35,0,0.350818452,0.182061196,0.426686297,31,5,0.35,0
0.35,1,0.094940476,0.013753455,0.117275123,127,7,0.30008125,3
0.35,2,0.320089286,0.189758716,0.435613035,3,2,0.35,0
0.35,3,0.101190476,0.014172336,0.119047619,1,1,0.35,0
0.35,4,0.146279762,0.02938667,0.171425407,127,7,0.244418054,7
0.35,5,0.374007937,0.160365351,0.400456428,15,4,0.35,0
0.35,6,1.73E-17,1.64E-33,4.05E-17,255,8,0.35,0
0.35,7,0.070386905,0.008339268,0.091319593,127,7,0.162151931,15
0.35,8,0.207142857,0.056614938,0.237938937,63,6,0.232197151,8
0.35,9,0.180357143,0.054218772,0.232849248,127,7,0.244418054,7
0.35,10,0.146577381,0.036373211,0.19071762,127,7,0.199080032,11
0.35,11,0.16953125,0.066567383,0.258006556,31,5,0.35,0
0.35,12,0.049702381,0.003456079,0.058788426,127,7,0.232197151,8
0.35,13,0.158110119,0.045884996,0.214207833,31,5,0.3325,1
0.35,14,0.364732143,0.149858365,0.387115442,31,5,0.35,0
0.35,15,0.155654762,0.035569086,0.188597682,127,7,0.257282162,6
0.35,16,0.188839286,0.067759708,0.26030695,3,2,0.35,0
0.35,17,0.41421131,0.217831743,0.466724483,31,5,0.220587293,9
0.35,18,0.236383929,0.066288287,0.257465119,63,6,0.35,0
0.35,19,0,0,0,255,8,0.199080032,11
0.35,20,0.168452381,0.045357143,0.212972165,3,2,0.35,0
0.35,21,0.126934524,0.023442084,0.153108079,127,7,0.35,0
0.35,22,0.132291667,0.027346341,0.165367291,127,7,0.220587293,9
0.35,23,0.217261905,0.05912477,0.243155855,63,6,0.232197151,8
0.35,24,0.641964286,0.43762702,0.661533839,3,2,0.35,0
0.35,25,0.241517857,0.065444037,0.255820322,63,6,0.30008125,3
0.35,26,0.477951389,0.431352307,0.656774167,7,3,0.35,0
0.35,27,0.165327381,0.03758138,0.193859176,63,6,0.220587293,9
0.35,28,0.09375,0.014431424,0.12013086,15,4,0.35,0
0.35,29,0.260416667,0.188541667,0.434213849,7,3,0.3325,1
0.35,30,0.120089286,0.023706597,0.153969468,127,7,0.3325,1
0.35,31,0.140029762,0.028696861,0.169401479,31,5,0.285077187,4
0.35,32,0.038988095,0.001610642,0.0401328,31,5,0.35,0
0.35,33,0.018526786,0.000367794,0.019177963,127,7,0.257282162,6
0.35,34,0.052232143,0.006456207,0.080350529,127,7,0.232197151,8
0.35,35,0.366741071,0.159877055,0.399846289,63,6,0.209557929,10
0.35,36,0.24171627,0.105524701,0.324845658,15,4,0.35,0
0.35,37,0.216269841,0.062436069,0.249872106,31,5,0.35,0
0.35,38,0.110714286,0.019658336,0.140208188,127,7,0.270823328,5
0.35,39,0.251240079,0.097797324,0.312725637,7,3,0.285077187,4
0.35,40,0.18452381,0.047989543,0.219065158,127,7,0.232197151,8
0.35,41,0.053720238,0.005753525,0.075851996,127,7,0.232197151,8
0.35,42,0.153571429,0.035172105,0.187542276,63,6,0.30008125,3
0.35,43,0.116815476,0.018895621,0.137461343,127,7,0.35,0
0.35,44,0.204241071,0.056722559,0.238164982,31,5,0.35,0
0.35,45,0.141592262,0.029004836,0.170308063,63,6,0.285077187,4
0.35,46,0.108184524,0.017282521,0.131463003,127,7,0.257282162,6
0.35,47,0,0,0,255,8,0.244418054,7
0.375,0,0.187797619,0.048197988,0.219540401,63,6,0.305439844,4
0.375,1,0.094940476,0.013753455,0.117275123,127,7,0.305439844,4
0.375,2,0.320089286,0.189758716,0.435613035,3,2,0.375,0
0.375,3,0.101190476,0.014172336,0.119047619,1,1,0.375,0
0.375,4,0.146279762,0.02938667,0.171425407,127,7,0.248782662,8
0.375,5,0.374007937,0.160365351,0.400456428,15,4,0.35625,1
0.375,6,1.73E-17,1.64E-33,4.05E-17,255,8,0.375,0
0.375,7,0.070386905,0.008339268,0.091319593,127,7,0.156795126,17
0.375,8,0.207142857,0.056614938,0.237938937,63,6,0.236343529,9
0.375,9,0.333854167,0.157850987,0.397304652,63,6,0.248782662,8
0.375,10,0.44233631,0.324305113,0.56947793,7,3,0.305439844,4
0.375,11,0.276041667,0.112916667,0.336030753,15,4,0.375,0
0.375,12,0.049702381,0.003456079,0.058788426,127,7,0.224526352,10
0.375,13,0.202678571,0.050503362,0.22472953,63,6,0.321515625,3
0.375,14,0.364732143,0.149858365,0.387115442,31,5,0.35625,1
0.375,15,0.155654762,0.035569086,0.188597682,127,7,0.261876486,7
0.375,16,0.188839286,0.067759708,0.26030695,3,2,0.375,0
0.375,17,0.41421131,0.217831743,0.466724483,31,5,0.224526352,10
0.375,18,0.236383929,0.066288287,0.257465119,63,6,0.35625,1
0.375,19,0,0,0,255,8,0.202635033,12
0.375,20,0.168452381,0.045357143,0.212972165,3,2,0.375,0
0.375,21,0.126934524,0.023442084,0.153108079,127,7,0.375,0
0.375,22,0.247172619,0.075817301,0.275349416,63,6,0.224526352,10
0.375,23,0.217261905,0.05912477,0.243155855,63,6,0.224526352,10
0.375,24,0.641964286,0.43762702,0.661533839,3,2,0.375,0
0.375,25,0.241517857,0.065444037,0.255820322,63,6,0.290167852,5
0.375,26,0.477951389,0.431352307,0.656774167,7,3,0.375,0
0.375,27,0.165327381,0.03758138,0.193859176,63,6,0.224526352,10
0.375,28,0.09375,0.014431424,0.12013086,15,4,0.35625,1
0.375,29,0.260416667,0.188541667,0.434213849,7,3,0.3384375,2
0.375,30,0.120089286,0.023706597,0.153969468,127,7,0.3384375,2
0.375,31,0.140029762,0.028696861,0.169401479,31,5,0.275659459,6
0.375,32,0.038988095,0.001610642,0.0401328,31,5,0.35625,1
0.375,33,0.018526786,0.000367794,0.019177963,127,7,0.261876486,7
0.375,34,0.052232143,0.006456207,0.080350529,127,7,0.224526352,10
0.375,35,0.234077381,0.081957842,0.2862828,127,7,0.202635033,12
0.375,36,0.24171627,0.105524701,0.324845658,15,4,0.375,0
0.375,37,0.216269841,0.062436069,0.249872106,31,5,0.375,0
0.375,38,0.110714286,0.019658336,0.140208188,127,7,0.261876486,7
0.375,39,0.23735119,0.071991479,0.268312279,31,5,0.248782662,8
0.375,40,0.18452381,0.047989543,0.219065158,127,7,0.236343529,9
0.375,41,0.053720238,0.005753525,0.075851996,127,7,0.236343529,9
0.375,42,0.153571429,0.035172105,0.187542276,63,6,0.305439844,4
0.375,43,0.253497024,0.086937535,0.294851718,63,6,0.375,0
0.375,44,0.204241071,0.056722559,0.238164982,31,5,0.375,0
0.375,45,0.141592262,0.029004836,0.170308063,63,6,0.290167852,5
0.375,46,0.108184524,0.017282521,0.131463003,127,7,0.248782662,8
0.375,47,0.219494048,0.066773823,0.258406313,127,7,0.248782662,8
0.4,0,0.187797619,0.048197988,0.219540401,63,6,0.309512375,5
0.4,1,0.094940476,0.013753455,0.117275123,127,7,0.294036756,6
0.4,2,0.320089286,0.189758716,0.435613035,3,2,0.4,0
0.4,3,0.101190476,0.014172336,0.119047619,1,1,0.4,0
0.4,4,0.223660714,0.069805928,0.264208114,63,6,0.294036756,6
0.4,5,0.374007937,0.160365351,0.400456428,15,4,0.361,2
0.4,6,1.73E-17,1.64E-33,4.05E-17,255,8,0.4,0
0.4,7,0.070386905,0.008339268,0.091319593,127,7,0.158885727,18
0.4,8,0.207142857,0.056614938,0.237938937,63,6,0.227520037,11
0.4,9,0.180357143,0.054218772,0.232849248,127,7,0.239494776,10
0.4,10,0.44233631,0.324305113,0.56947793,7,3,0.309512375,5
0.4,11,0.276041667,0.112916667,0.336030753,15,4,0.4,0
0.4,12,0.049702381,0.003456079,0.058788426,127,7,0.227520037,11
0.4,13,0.202678571,0.050503362,0.22472953,63,6,0.3258025,4
0.4,14,0.364732143,0.149858365,0.387115442,31,5,0.34295,3
0.4,15,0.204464286,0.048061822,0.219230067,63,6,0.265368173,8
0.4,16,0.188839286,0.067759708,0.26030695,3,2,0.4,0
0.4,17,0.41421131,0.217831743,0.466724483,31,5,0.227520037,11
0.4,18,0.236383929,0.066288287,0.257465119,63,6,0.361,2
0.4,19,0.130505952,0.023747055,0.154100794,127,7,0.205336833,13
0.4,20,0.168452381,0.045357143,0.212972165,3,2,0.4,0
0.4,21,0.126934524,0.023442084,0.153108079,127,7,0.4,0
0.4,22,0.438318452,0.455588241,0.67497277,3,2,0.4,0
0.4,23,0.217261905,0.05912477,0.243155855,63,6,0.227520037,11
0.4,24,0.641964286,0.43762702,0.661533839,3,2,0.4,0
0.4,25,0.241517857,0.065444037,0.255820322,63,6,0.294036756,6
0.4,26,0.477951389,0.431352307,0.656774167,7,3,0.4,0
0.4,27,0.112797619,0.017851563,0.13360974,3,2,0.4,0
0.4,28,0.09375,0.014431424,0.12013086,15,4,0.361,2
0.4,29,0.09375,0.021875,0.147901995,3,2,0.4,0
0.4,30,0.120089286,0.023706597,0.153969468,127,7,0.34295,3
0.4,31,0.140029762,0.028696861,0.169401479,31,5,0.279334918,7
0.4,32,0.038988095,0.001610642,0.0401328,31,5,0.361,2
0.4,33,0.018526786,0.000367794,0.019177963,127,7,0.265368173,8
0.4,34,0.052232143,0.006456207,0.080350529,127,7,0.227520037,11
0.4,35,0.234077381,0.081957842,0.2862828,127,7,0.205336833,13
0.4,36,0.24171627,0.105524701,0.324845658,15,4,0.4,0
0.4,37,0.216269841,0.062436069,0.249872106,31,5,0.4,0
0.4,38,0.110714286,0.019658336,0.140208188,127,7,0.265368173,8
0.4,39,0.141617063,0.049650416,0.222823732,63,6,0.239494776,10
0.4,40,0.18452381,0.047989543,0.219065158,127,7,0.239494776,10
0.4,41,0.053720238,0.005753525,0.075851996,127,7,0.227520037,11
0.4,42,0.105059524,0.023199936,0.152315253,127,7,0.294036756,6
0.4,43,0.252529762,0.088051127,0.296734101,31,5,0.4,0
0.4,44,0.204241071,0.056722559,0.238164982,31,5,0.4,0
0.4,45,0.141592262,0.029004836,0.170308063,63,6,0.279334918,7
0.4,46,0.108184524,0.017282521,0.131463003,127,7,0.252099764,9
0.4,47,0.219494048,0.066773823,0.258406313,127,7,0.252099764,9
0.425,0,0.350818452,0.182061196,0.426686297,31,5,0.346165156,4
0.425,1,0.094940476,0.013753455,0.117275123,127,7,0.296793351,7
0.425,2,0.320089286,0.189758716,0.435613035,3,2,0.425,0
0.425,3,0.101190476,0.014172336,0.119047619,1,1,0.425,0
0.425,4,0.146279762,0.02938667,0.171425407,127,7,0.241740039,11
0.425,5,0.297619048,0.110491426,0.332402506,7,3,0.425,0
0.425,6,0.171651786,0.044512915,0.210980839,63,6,0.425,0
0.425,7,0.070386905,0.008339268,0.091319593,127,7,0.160375281,19
0.425,8,0.207142857,0.056614938,0.237938937,63,6,0.229653037,12
0.425,9,0.180357143,0.054218772,0.232849248,127,7,0.241740039,11
0.425,10,0.146577381,0.036373211,0.19071762,127,7,0.196898773,15
0.425,11,0.276041667,0.112916667,0.336030753,15,4,0.425,0
0.425,12,0.049702381,0.003456079,0.058788426,127,7,0.229653037,12
0.425,13,0.158110119,0.045884996,0.214207833,31,5,0.328856898,5
0.425,14,0.364732143,0.149858365,0.387115442,31,5,0.346165156,4
0.425,15,0.453422619,0.296965437,0.544945353,7,3,0.425,0
0.425,16,0.188839286,0.067759708,0.26030695,3,2,0.425,0
0.425,17,0.41421131,0.217831743,0.466724483,31,5,0.218170385,13
0.425,18,0.236383929,0.066288287,0.257465119,63,6,0.364384375,3
0.425,19,0,0,0,255,8,0.196898773,15
0.425,20,0.168452381,0.045357143,0.212972165,3,2,0.425,0
0.425,21,0.126934524,0.023442084,0.153108079,127,7,0.425,0
0.425,22,0.438318452,0.455588241,0.67497277,3,2,0.425,0
0.425,23,0.217261905,0.05912477,0.243155855,63,6,0.229653037,12
0.425,24,0.641964286,0.43762702,0.661533839,3,2,0.425,0
0.425,25,0.241517857,0.065444037,0.255820322,63,6,0.296793351,7
0.425,26,0.477951389,0.431352307,0.656774167,7,3,0.3835625,2
0.425,27,0.112797619,0.017851563,0.13360974,3,2,0.425,0
0.425,28,0.211805556,0.110677083,0.332681655,7,3,0.425,0
0.425,29,0.09375,0.021875,0.147901995,3,2,0.425,0
0.425,30,0.120089286,0.023706597,0.153969468,127,7,0.328856898,5
0.425,31,0.140029762,0.028696861,0.169401479,31,5,0.281953683,8
