iterations,dataset_id,mae,mse,rmse,unique_subsets,num_clusters,actual_epsilon,step
0.425,32,0.038988095,0.001610642,0.0401328,31,5,0.364384375,3
0.425,33,0.018526786,0.000367794,0.019177963,127,7,0.267855999,9
0.425,34,0.052232143,0.006456207,0.080350529,127,7,0.229653037,12
0.425,35,0.234077381,0.081957842,0.2862828,127,7,0.207261866,14
0.425,36,0.24171627,0.105524701,0.324845658,15,4,0.425,0
0.425,37,0.216269841,0.062436069,0.249872106,31,5,0.40375,1
0.425,38,0.110714286,0.019658336,0.140208188,127,7,0.267855999,9
0.425,39,0.141617063,0.049650416,0.222823732,63,6,0.241740039,11
0.425,40,0.18452381,0.047989543,0.219065158,127,7,0.229653037,12
0.425,41,0.053720238,0.005753525,0.075851996,127,7,0.229653037,12
0.425,42,0.105059524,0.023199936,0.152315253,127,7,0.296793351,7
0.425,43,0.252529762,0.088051127,0.296734101,31,5,0.40375,1
0.425,44,0.204241071,0.056722559,0.238164982,31,5,0.40375,1
0.425,45,0.141592262,0.029004836,0.170308063,63,6,0.281953683,8
0.425,46,0.108184524,0.017282521,0.131463003,127,7,0.254463199,10
0.425,47,0,0,0,255,8,0.241740039,11
0.45,0,0.350818452,0.182061196,0.426686297,31,5,0.348201422,5
0.45,1,0.094940476,0.013753455,0.117275123,127,7,0.298539194,8
0.45,2,0.320089286,0.189758716,0.435613035,3,2,0.45,0
0.45,3,0.101190476,0.014172336,0.119047619,1,1,0.45,0
0.45,4,0.146279762,0.02938667,0.171425407,127,7,0.243162039,12
0.45,5,0.297619048,0.110491426,0.332402506,7,3,0.4275,1
0.45,6,0.171651786,0.044512915,0.210980839,63,6,0.4275,1
0.45,7,0.071800595,0.007535697,0.08680839,1,1,0.45,0
0.45,8,0.207142857,0.056614938,0.237938937,63,6,0.231003937,13
0.45,9,0.180357143,0.054218772,0.232849248,127,7,0.243162039,12
0.45,10,0.146577381,0.036373211,0.19071762,127,7,0.198057001,16
0.45,11,0.203125,0.090499132,0.300830736,7,3,0.45,0
0.45,12,0.049702381,0.003456079,0.058788426,127,7,0.231003937,13
0.45,13,0.158110119,0.045884996,0.214207833,31,5,0.330791351,6
0.45,14,0.364732143,0.149858365,0.387115442,31,5,0.348201422,5
0.45,15,0.453422619,0.296965437,0.544945353,7,3,0.45,0
0.45,16,0.188839286,0.067759708,0.26030695,3,2,0.45,0
0.45,17,0.108258929,0.019310693,0.13896292,1,1,0.45,0
0.45,18,0.236383929,0.066288287,0.257465119,63,6,0.366527812,4
0.45,19,0,0,0,255,8,0.198057001,16
0.45,20,0.168452381,0.045357143,0.212972165,3,2,0.45,0
0.45,21,0.160565476,0.032236727,0.17954589,63,6,0.4275,1
0.45,22,0.438318452,0.455588241,0.67497277,3,2,0.45,0
0.45,23,0.170014881,0.043586575,0.208773981,1,1,0.45,0
0.45,24,0.641964286,0.43762702,0.661533839,3,2,0.45,0
0.45,25,0.241517857,0.065444037,0.255820322,63,6,0.298539194,8
0.45,26,0.477951389,0.431352307,0.656774167,7,3,0.38581875,3
0.45,27,0.112797619,0.017851563,0.13360974,3,2,0.45,0
0.45,28,0.211805556,0.110677083,0.332681655,7,3,0.45,0
0.45,29,0.09375,0.021875,0.147901995,3,2,0.45,0
0.45,30,0.120089286,0.023706597,0.153969468,127,7,0.330791351,6
0.45,31,0.098660714,0.016315547,0.127732326,3,2,0.45,0
0.45,32,0.038988095,0.001610642,0.0401328,31,5,0.348201422,5
0.45,33,0.018526786,0.000367794,0.019177963,127,7,0.269431623,10
0.45,34,0.052232143,0.006456207,0.080350529,127,7,0.231003937,13
0.45,35,0.256770833,0.113532189,0.33694538,1,1,0.45,0
0.45,36,0.24171627,0.105524701,0.324845658,15,4,0.45,0
0.45,37,0.216269841,0.062436069,0.249872106,31,5,0.406125,2
0.45,38,0.110714286,0.019658336,0.140208188,127,7,0.269431623,10
0.45,39,0.251240079,0.097797324,0.312725637,7,3,0.283612234,9
0.45,40,0.132142857,0.028180184,0.167869543,3,2,0.45,0
0.45,41,0.053720238,0.005753525,0.075851996,127,7,0.231003937,13
0.45,42,0.357713294,0.222570005,0.471773256,7,3,0.45,0
0.45,43,0.252529762,0.088051127,0.296734101,31,5,0.406125,2
0.45,44,0.204241071,0.056722559,0.238164982,31,5,0.38581875,3
0.45,45,0.141592262,0.029004836,0.170308063,63,6,0.283612234,9
0.45,46,0.108184524,0.017282521,0.131463003,127,7,0.255960042,11
0.45,47,0,0,0,255,8,0.243162039,12
0.475,0,0.350818452,0.182061196,0.426686297,31,5,0.349168648,6
0.475,1,0.094940476,0.013753455,0.117275123,127,7,0.29936847,9
0.475,2,0.320089286,0.189758716,0.435613035,3,2,0.475,0
0.475,3,0.101190476,0.014172336,0.119047619,1,1,0.475,0
0.475,4,0.146279762,0.02938667,0.171425407,127,7,0.24383749,13
0.475,5,0.297619048,0.110491426,0.332402506,7,3,0.4286875,2
0.475,6,0.171651786,0.044512915,0.210980839,63,6,0.4286875,2
0.475,7,0.071800595,0.007535697,0.08680839,1,1,0.475,0
0.475,8,0.207142857,0.056614938,0.237938937,63,6,0.231645615,14
0.475,9,0.180357143,0.054218772,0.232849248,127,7,0.24383749,13
0.475,10,0.146577381,0.036373211,0.19071762,127,7,0.198607159,17
0.475,11,0.203125,0.090499132,0.300830736,7,3,0.475,0
0.475,12,0.049702381,0.003456079,0.058788426,127,7,0.231645615,14
0.475,13,0.158110119,0.045884996,0.214207833,31,5,0.331710216,7
0.475,14,0.364732143,0.149858365,0.387115442,31,5,0.349168648,6
0.475,15,0.328422619,0.163309683,0.404115928,3,2,0.475,0
0.475,16,0.188839286,0.067759708,0.26030695,3,2,0.475,0
0.475,17,0.108258929,0.019310693,0.13896292,1,1,0.475,0
0.475,18,0.236383929,0.066288287,0.257465119,63,6,0.367545945,5
0.475,19,0,0,0,255,8,0.198607159,17
0.475,20,0.168452381,0.045357143,0.212972165,3,2,0.475,0
0.475,21,0.160565476,0.032236727,0.17954589,63,6,0.4286875,2
0.475,22,0.438318452,0.455588241,0.67497277,3,2,0.475,0
0.475,23,0.170014881,0.043586575,0.208773981,1,1,0.475,0
0.475,24,0.641964286,0.43762702,0.661533839,3,2,0.475,0
0.475,25,0.241517857,0.065444037,0.255820322,63,6,0.29936847,9
0.475,26,0.477951389,0.431352307,0.656774167,7,3,0.386890469,4
0.475,27,0.112797619,0.017851563,0.13360974,3,2,0.475,0
0.475,28,0.211805556,0.110677083,0.332681655,7,3,0.475,0
0.475,29,0.09375,0.021875,0.147901995,3,2,0.475,0
0.475,30,0.120089286,0.023706597,0.153969468,127,7,0.331710216,7
0.475,31,0.098660714,0.016315547,0.127732326,3,2,0.475,0
0.475,32,0.038988095,0.001610642,0.0401328,31,5,0.349168648,6
0.475,33,0.018526786,0.000367794,0.019177963,127,7,0.270180044,11
0.475,34,0.052232143,0.006456207,0.080350529,127,7,0.231645615,14
0.475,35,0.256770833,0.113532189,0.33694538,1,1,0.475,0
0.475,36,0.24171627,0.105524701,0.324845658,15,4,0.45125,1
0.475,37,0.216269841,0.062436069,0.249872106,31,5,0.407253125,3
0.475,38,0.110714286,0.019658336,0.140208188,127,7,0.270180044,11
0.475,39,0.251240079,0.097797324,0.312725637,7,3,0.284400046,10
0.475,40,0.132142857,0.028180184,0.167869543,3,2,0.475,0
0.475,41,0.053720238,0.005753525,0.075851996,127,7,0.231645615,14
0.475,42,0.357713294,0.222570005,0.471773256,7,3,0.45125,1
0.475,43,0.252529762,0.088051127,0.296734101,31,5,0.407253125,3
0.475,44,0.24781746,0.137362853,0.370624949,15,4,0.45125,1
0.475,45,0.141592262,0.029004836,0.170308063,63,6,0.284400046,10
0.475,46,0.108184524,0.017282521,0.131463003,127,7,0.256671042,12
0.475,47,0,0,0,255,8,0.24383749,13
0.5,0,0.350818452,0.182061196,0.426686297,31,5,0.349168648,7
0.5,1,0.094940476,0.013753455,0.117275123,127,7,0.29936847,10
0.5,2,0.320089286,0.189758716,0.435613035,3,2,0.5,0
0.5,3,0.101190476,0.014172336,0.119047619,1,1,0.5,0
0.5,4,0.146279762,0.02938667,0.171425407,127,7,0.24383749,14
0.5,5,0.297619048,0.110491426,0.332402506,7,3,0.4286875,3
0.5,6,0.171651786,0.044512915,0.210980839,63,6,0.4286875,3
0.5,7,0.071800595,0.007535697,0.08680839,1,1,0.5,0
0.5,8,0.142857143,0.028061224,0.167514849,3,2,0.5,0
0.5,9,0.180357143,0.054218772,0.232849248,127,7,0.24383749,14
0.5,10,0.146577381,0.036373211,0.19071762,127,7,0.198607159,18
0.5,11,0.203125,0.090499132,0.300830736,7,3,0.5,0
0.5,12,0.049702381,0.003456079,0.058788426,127,7,0.231645615,15
0.5,13,0.158110119,0.045884996,0.214207833,31,5,0.331710216,8
0.5,14,0.364732143,0.149858365,0.387115442,31,5,0.349168648,7
0.5,15,0.328422619,0.163309683,0.404115928,3,2,0.475,1
0.5,16,0.188839286,0.067759708,0.26030695,3,2,0.5,0
0.5,17,0.108258929,0.019310693,0.13896292,1,1,0.5,0
0.5,18,0.236383929,0.066288287,0.257465119,63,6,0.367545945,6
0.5,19,0,0,0,255,8,0.198607159,18
0.5,20,0.168452381,0.045357143,0.212972165,3,2,0.5,0
0.5,21,0.160565476,0.032236727,0.17954589,63,6,0.4286875,3
0.5,22,0.438318452,0.455588241,0.67497277,3,2,0.5,0
0.5,23,0.170014881,0.043586575,0.208773981,1,1,0.5,0
0.5,24,0.641964286,0.43762702,0.661533839,3,2,0.5,0
0.5,25,0.241517857,0.065444037,0.255820322,63,6,0.29936847,10
0.5,26,0.477951389,0.431352307,0.656774167,7,3,0.386890469,5
0.5,27,0.112797619,0.017851563,0.13360974,3,2,0.5,0
0.5,28,0.211805556,0.110677083,0.332681655,7,3,0.5,0
0.5,29,0.09375,0.021875,0.147901995,3,2,0.5,0
0.5,30,0.120089286,0.023706597,0.153969468,127,7,0.331710216,8
0.5,31,0.098660714,0.016315547,0.127732326,3,2,0.5,0
0.5,32,0.038988095,0.001610642,0.0401328,31,5,0.349168648,7
0.5,33,0.018526786,0.000367794,0.019177963,127,7,0.270180044,12
0.5,34,0.052232143,0.006456207,0.080350529,127,7,0.231645615,15
0.5,35,0.256770833,0.113532189,0.33694538,1,1,0.5,0
0.5,36,0.24171627,0.105524701,0.324845658,15,4,0.45125,2
0.5,37,0.216269841,0.062436069,0.249872106,31,5,0.407253125,4
0.5,38,0.110714286,0.019658336,0.140208188,127,7,0.270180044,12
0.5,39,0.184672619,0.084249043,0.290256858,3,2,0.5,0
0.5,40,0.132142857,0.028180184,0.167869543,3,2,0.5,0
0.5,41,0.053720238,0.005753525,0.075851996,127,7,0.231645615,15
0.5,42,0.357713294,0.222570005,0.471773256,7,3,0.45125,2
0.5,43,0.252529762,0.088051127,0.296734101,31,5,0.407253125,4
0.5,44,0.24781746,0.137362853,0.370624949,15,4,0.45125,2
0.5,45,0.141592262,0.029004836,0.170308063,63,6,0.284400046,11
0.5,46,0.108184524,0.017282521,0.131463003,127,7,0.256671042,13
0.5,47,0.148214286,0.030803571,0.175509463,3,2,0.5,0
0.525,0,0.350818452,0.182061196,0.426686297,31,5,0.348295726,8
0.525,1,0.094940476,0.013753455,0.117275123,127,7,0.298620048,11
0.525,2,0.320089286,0.189758716,0.435613035,3,2,0.525,0
0.525,3,0.101190476,0.014172336,0.119047619,1,1,0.525,0
0.525,4,0.146279762,0.02938667,0.171425407,127,7,0.243227896,15
0.525,5,0.297619048,0.110491426,0.332402506,7,3,0.427615781,4
0.525,6,0.171651786,0.044512915,0.210980839,63,6,0.427615781,4
0.525,7,0.071800595,0.007535697,0.08680839,1,1,0.525,0
0.525,8,0.142857143,0.028061224,0.167514849,3,2,0.525,0
0.525,9,0.180357143,0.054218772,0.232849248,127,7,0.243227896,15
0.525,10,0.260044643,0.095882494,0.309648985,1,1,0.525,0
0.525,11,0.203125,0.090499132,0.300830736,7,3,0.525,0
0.525,12,0.20014881,0.068758415,0.262218258,1,1,0.525,0
0.525,13,0.158110119,0.045884996,0.214207833,31,5,0.33088094,9
0.525,14,0.364732143,0.149858365,0.387115442,31,5,0.348295726,8
0.525,15,0.328422619,0.163309683,0.404115928,3,2,0.4738125,2
0.525,16,0.188839286,0.067759708,0.26030695,3,2,0.525,0
0.525,17,0.108258929,0.019310693,0.13896292,1,1,0.525,0
0.525,18,0.236383929,0.066288287,0.257465119,63,6,0.36662708,7
0.525,19,0,0,0,255,8,0.198110641,19
0.525,20,0.168452381,0.045357143,0.212972165,3,2,0.525,0
0.525,21,0.160565476,0.032236727,0.17954589,63,6,0.427615781,4
0.525,22,0.438318452,0.455588241,0.67497277,3,2,0.525,0
0.525,23,0.170014881,0.043586575,0.208773981,1,1,0.525,0
0.525,24,0.641964286,0.43762702,0.661533839,3,2,0.525,0
0.525,25,0.241517857,0.065444037,0.255820322,63,6,0.298620048,11
0.525,26,0.32202381,0.14001869,0.374190713,3,2,0.525,0
0.525,27,0.112797619,0.017851563,0.13360974,3,2,0.525,0
0.525,28,0.211805556,0.110677083,0.332681655,7,3,0.525,0
0.525,29,0.09375,0.021875,0.147901995,3,2,0.525,0
0.525,30,0.120089286,0.023706597,0.153969468,127,7,0.33088094,9
0.525,31,0.098660714,0.016315547,0.127732326,3,2,0.525,0
0.525,32,0.129315476,0.020448377,0.142997823,3,2,0.525,0
0.525,33,0.018526786,0.000367794,0.019177963,127,7,0.269504594,13
0.525,34,0.052232143,0.006456207,0.080350529,127,7,0.231066501,16
0.525,35,0.256770833,0.113532189,0.33694538,1,1,0.525,0
0.525,36,0.24171627,0.105524701,0.324845658,15,4,0.450121875,3
0.525,37,0.216269841,0.062436069,0.249872106,31,5,0.406234992,5
0.525,38,0.230952381,0.081875974,0.286139781,3,2,0.525,0
0.525,39,0.184672619,0.084249043,0.290256858,3,2,0.525,0
0.525,40,0.132142857,0.028180184,0.167869543,3,2,0.525,0
0.525,41,0.053720238,0.005753525,0.075851996,127,7,0.231066501,16
0.525,42,0.357713294,0.222570005,0.471773256,7,3,0.450121875,3
0.525,43,0.252529762,0.088051127,0.296734101,31,5,0.406234992,5
0.525,44,0.204241071,0.056722559,0.238164982,31,5,0.385923243,6
0.525,45,0.141592262,0.029004836,0.170308063,63,6,0.283689046,12
0.525,46,0.181547619,0.048207554,0.219562187,1,1,0.525,0
0.525,47,0.148214286,0.030803571,0.175509463,3,2,0.525,0
0.55,0,0.350818452,0.182061196,0.426686297,31,5,0.346637175,9
0.55,1,0.094940476,0.013753455,0.117275123,127,7,0.297198048,12
0.55,2,0.320089286,0.189758716,0.435613035,3,2,0.55,0
0.55,3,0.101190476,0.014172336,0.119047619,1,1,0.55,0
0.55,4,0.146279762,0.02938667,0.171425407,127,7,0.242069668,16
0.55,5,0.297619048,0.110491426,0.332402506,7,3,0.425579516,5
0.55,6,0.171651786,0.044512915,0.210980839,63,6,0.425579516,5
0.55,7,0.071800595,0.007535697,0.08680839,1,1,0.55,0
0.55,8,0.142857143,0.028061224,0.167514849,3,2,0.55,0
0.55,9,0.180357143,0.054218772,0.232849248,127,7,0.242069668,16
0.55,10,0.260044643,0.095882494,0.309648985,1,1,0.55,0
0.55,11,0.203125,0.090499132,0.300830736,7,3,0.55,0
0.55,12,0.20014881,0.068758415,0.262218258,1,1,0.55,0
0.55,13,0.158110119,0.045884996,0.214207833,31,5,0.329305317,10
0.55,14,0.364732143,0.149858365,0.387115442,31,5,0.346637175,9
0.55,15,0.328422619,0.163309683,0.404115928,3,2,0.47155625,3
0.55,16,0.188839286,0.067759708,0.26030695,3,2,0.55,0
0.55,17,0.108258929,0.019310693,0.13896292,1,1,0.55,0
0.55,18,0.236383929,0.066288287,0.257465119,63,6,0.364881237,8
0.55,19,0.203869048,0.068806955,0.262310799,1,1,0.55,0
0.55,20,0.168452381,0.045357143,0.212972165,3,2,0.55,0
0.55,21,0.198511905,0.057045186,0.238841341,31,5,0.47155625,3
0.55,22,0.438318452,0.455588241,0.67497277,3,2,0.55,0
0.55,23,0.170014881,0.043586575,0.208773981,1,1,0.55,0
0.55,24,0.641964286,0.43762702,0.661533839,3,2,0.55,0
0.55,25,0.241517857,0.065444037,0.255820322,63,6,0.297198048,12
0.55,26,0.32202381,0.14001869,0.374190713,3,2,0.55,0
0.55,27,0.112797619,0.017851563,0.13360974,3,2,0.55,0
0.55,28,0.211805556,0.110677083,0.332681655,7,3,0.55,0
0.55,29,0.09375,0.021875,0.147901995,3,2,0.55,0
0.55,30,0.120089286,0.023706597,0.153969468,127,7,0.329305317,10
0.55,31,0.098660714,0.016315547,0.127732326,3,2,0.55,0
0.55,32,0.129315476,0.020448377,0.142997823,3,2,0.55,0
0.55,33,0.018526786,0.000367794,0.019177963,127,7,0.268221239,14
0.55,34,0.278645833,0.111670121,0.334170796,1,1,0.55,0
0.55,35,0.256770833,0.113532189,0.33694538,1,1,0.55,0
0.55,36,0.24171627,0.105524701,0.324845658,15,4,0.447978437,4
0.55,37,0.216269841,0.062436069,0.249872106,31,5,0.40430054,6
0.55,38,0.230952381,0.081875974,0.286139781,3,2,0.55,0
0.55,39,0.184672619,0.084249043,0.290256858,3,2,0.55,0
0.55,40,0.132142857,0.028180184,0.167869543,3,2,0.55,0
0.55,41,0.053720238,0.005753525,0.075851996,127,7,0.229966184,17
0.55,42,0.105059524,0.023199936,0.152315253,127,7,0.297198048,12
0.55,43,0.252529762,0.088051127,0.296734101,31,5,0.40430054,6
0.55,44,0.204241071,0.056722559,0.238164982,31,5,0.40430054,6
0.55,45,0.141592262,0.029004836,0.170308063,63,6,0.282338146,13
0.55,46,0.181547619,0.048207554,0.219562187,1,1,0.55,0
0.55,47,0.148214286,0.030803571,0.175509463,3,2,0.55,0
0.575,0,0.350818452,0.182061196,0.426686297,31,5,0.34427374,10
0.575,1,0.094940476,0.013753455,0.117275123,127,7,0.295171698,13
0.575,2,0.320089286,0.189758716,0.435613035,3,2,0.575,0
0.575,3,0.101190476,0.014172336,0.119047619,1,1,0.575,0
0.575,4,0.223660714,0.069805928,0.264208114,63,6,0.295171698,13
0.575,5,0.297619048,0.110491426,0.332402506,7,3,0.444924039,5
0.575,6,0.171651786,0.044512915,0.210980839,63,6,0.422677837,6
0.575,7,0.071800595,0.007535697,0.08680839,1,1,0.575,0
0.575,8,0.142857143,0.028061224,0.167514849,3,2,0.575,0
0.575,9,0.180357143,0.054218772,0.232849248,127,7,0.240419193,17
0.575,10,0.260044643,0.095882494,0.309648985,1,1,0.575,0
0.575,11,0.203125,0.090499132,0.300830736,7,3,0.575,0
0.575,12,0.20014881,0.068758415,0.262218258,1,1,0.575,0
0.575,13,0.202678571,0.050503362,0.22472953,63,6,0.327060053,11
0.575,14,0.364732143,0.149858365,0.387115442,31,5,0.34427374,10
0.575,15,0.328422619,0.163309683,0.404115928,3,2,0.492990625,3
0.575,16,0.188839286,0.067759708,0.26030695,3,2,0.575,0
0.575,17,0.108258929,0.019310693,0.13896292,1,1,0.575,0
0.575,18,0.236383929,0.066288287,0.257465119,63,6,0.362393411,9
0.575,19,0.203869048,0.068806955,0.262310799,1,1,0.575,0
0.575,20,0.168452381,0.045357143,0.212972165,3,2,0.575,0
0.575,21,0.198511905,0.057045186,0.238841341,31,5,0.468341094,4
0.575,22,0.438318452,0.455588241,0.67497277,3,2,0.575,0
0.575,23,0.170014881,0.043586575,0.208773981,1,1,0.575,0
0.575,24,0.641964286,0.43762702,0.661533839,3,2,0.575,0
0.575,25,0.220982143,0.084050808,0.289915173,1,1,0.575,0
0.575,26,0.32202381,0.14001869,0.374190713,3,2,0.575,0
0.575,27,0.112797619,0.017851563,0.13360974,3,2,0.575,0
0.575,28,0.211805556,0.110677083,0.332681655,7,3,0.575,0
0.575,29,0.09375,0.021875,0.147901995,3,2,0.575,0
0.575,30,0.120089286,0.023706597,0.153969468,127,7,0.327060053,11
0.575,31,0.098660714,0.016315547,0.127732326,3,2,0.575,0
0.575,32,0.129315476,0.020448377,0.142997823,3,2,0.575,0
0.575,33,0.018526786,0.000367794,0.019177963,127,7,0.266392457,15
0.575,34,0.278645833,0.111670121,0.334170796,1,1,0.575,0
0.575,35,0.256770833,0.113532189,0.33694538,1,1,0.575,0
0.575,36,0.24171627,0.105524701,0.324845658,15,4,0.444924039,5
0.575,37,0.216269841,0.062436069,0.249872106,31,5,0.401543945,7
0.575,38,0.230952381,0.081875974,0.286139781,3,2,0.575,0
0.575,39,0.184672619,0.084249043,0.290256858,3,2,0.575,0
0.575,40,0.132142857,0.028180184,0.167869543,3,2,0.575,0
0.575,41,0.135044643,0.025702859,0.160321113,1,1,0.575,0
0.575,42,0.105059524,0.023199936,0.152315253,127,7,0.295171698,13
0.575,43,0.252529762,0.088051127,0.296734101,31,5,0.401543945,7
0.575,44,0.24781746,0.137362853,0.370624949,15,4,0.468341094,4
0.575,45,0.141592262,0.029004836,0.170308063,63,6,0.280413113,14
0.575,46,0.181547619,0.048207554,0.219562187,1,1,0.575,0
0.575,47,0.148214286,0.030803571,0.175509463,3,2,0.575,0
0.6,0,0.187797619,0.048197988,0.219540401,63,6,0.30800525,13
0.6,1,0.094940476,0.013753455,0.117275123,127,7,0.292604987,14
0.6,2,0.320089286,0.189758716,0.435613035,3,2,0.6,0
0.6,3,0.101190476,0.014172336,0.119047619,1,1,0.6,0
0.6,4,0.146279762,0.02938667,0.171425407,127,7,0.250872201,17
0.6,5,0.297619048,0.110491426,0.332402506,7,3,0.441055134,6
0.6,6,0.171651786,0.044512915,0.210980839,63,6,0.419002378,7
0.6,7,0.071800595,0.007535697,0.08680839,1,1,0.6,0
0.6,8,0.142857143,0.028061224,0.167514849,3,2,0.6,0
0.6,9,0.390625,0.216380563,0.465167242,1,1,0.6,0
0.6,10,0.260044643,0.095882494,0.309648985,1,1,0.6,0
0.6,11,0.203125,0.090499132,0.300830736,7,3,0.57,1
0.6,12,0.20014881,0.068758415,0.262218258,1,1,0.6,0
0.6,13,0.183035714,0.045287078,0.212807609,3,2,0.6,0
0.6,14,0.364732143,0.149858365,0.387115442,31,5,0.341280055,11
0.6,15,0.328422619,0.163309683,0.404115928,3,2,0.48870375,4
0.6,16,0.188839286,0.067759708,0.26030695,3,2,0.6,0
0.6,17,0.108258929,0.019310693,0.13896292,1,1,0.6,0
0.6,18,0.236383929,0.066288287,0.257465119,63,6,0.359242164,10
0.6,19,0.203869048,0.068806955,0.262310799,1,1,0.6,0
0.6,20,0.168452381,0.045357143,0.212972165,3,2,0.6,0
0.6,21,0.198511905,0.057045186,0.238841341,31,5,0.464268562,5
0.6,22,0.438318452,0.455588241,0.67497277,3,2,0.6,0
0.6,23,0.170014881,0.043586575,0.208773981,1,1,0.6,0
0.6,24,0.641964286,0.43762702,0.661533839,3,2,0.6,0
0.6,25,0.220982143,0.084050808,0.289915173,1,1,0.6,0
0.6,26,0.32202381,0.14001869,0.374190713,3,2,0.6,0
0.6,27,0.112797619,0.017851563,0.13360974,3,2,0.6,0
0.6,28,0.211805556,0.110677083,0.332681655,7,3,0.6,0
0.6,29,0.09375,0.021875,0.147901995,3,2,0.6,0
0.6,30,0.120089286,0.023706597,0.153969468,127,7,0.341280055,11
0.6,31,0.098660714,0.016315547,0.127732326,3,2,0.6,0
0.6,32,0.129315476,0.020448377,0.142997823,3,2,0.6,0
0.6,33,0.018526786,0.000367794,0.019177963,127,7,0.264076001,16
0.6,34,0.278645833,0.111670121,0.334170796,1,1,0.6,0
0.6,35,0.256770833,0.113532189,0.33694538,1,1,0.6,0
0.6,36,0.24171627,0.105524701,0.324845658,15,4,0.441055134,6
0.6,37,0.423958333,0.2314299,0.481071616,3,2,0.6,0
0.6,38,0.230952381,0.081875974,0.286139781,3,2,0.6,0
0.6,39,0.184672619,0.084249043,0.290256858,3,2,0.6,0
0.6,40,0.132142857,0.028180184,0.167869543,3,2,0.6,0
0.6,41,0.135044643,0.025702859,0.160321113,1,1,0.6,0
0.6,42,0.153571429,0.035172105,0.187542276,63,6,0.30800525,13
0.6,43,0.252529762,0.088051127,0.296734101,31,5,0.398052259,8
0.6,44,0.423511905,0.414287663,0.643651818,7,3,0.6,0
0.6,45,0.141592262,0.029004836,0.170308063,63,6,0.277974738,15
0.6,46,0.181547619,0.048207554,0.219562187,1,1,0.6,0
0.6,47,0.148214286,0.030803571,0.175509463,3,2,0.6,0
0.625,0,0.187797619,0.048197988,0.219540401,63,6,0.304796862,14
0.625,1,0.264880952,0.136720522,0.369757382,3,2,0.625,0
0.625,2,0.320089286,0.189758716,0.435613035,3,2,0.625,0
0.625,3,0.101190476,0.014172336,0.119047619,1,1,0.625,0
0.625,4,0.146279762,0.02938667,0.171425407,127,7,0.248258949,18
0.625,5,0.244419643,0.094978033,0.308185063,3,2,0.625,0
0.625,6,0.169940476,0.048357072,0.219902415,3,2,0.625,0
0.625,7,0.071800595,0.007535697,0.08680839,1,1,0.625,0
0.625,8,0.142857143,0.028061224,0.167514849,3,2,0.625,0
0.625,9,0.390625,0.216380563,0.465167242,1,1,0.625,0
0.625,10,0.260044643,0.095882494,0.309648985,1,1,0.625,0
0.625,11,0.203125,0.090499132,0.300830736,7,3,0.5640625,2
0.625,12,0.20014881,0.068758415,0.262218258,1,1,0.625,0
0.625,13,0.183035714,0.045287078,0.212807609,3,2,0.625,0
0.625,14,0.364732143,0.149858365,0.387115442,31,5,0.355500058,11
0.625,15,0.328422619,0.163309683,0.404115928,3,2,0.483613086,5
0.625,16,0.188839286,0.067759708,0.26030695,3,2,0.625,0
0.625,17,0.108258929,0.019310693,0.13896292,1,1,0.625,0
0.625,18,0.236383929,0.066288287,0.257465119,63,6,0.355500058,11
0.625,19,0.203869048,0.068806955,0.262310799,1,1,0.625,0
0.625,20,0.168452381,0.045357143,0.212972165,3,2,0.625,0
0.625,21,0.198511905,0.057045186,0.238841341,31,5,0.459432432,6
0.625,22,0.438318452,0.455588241,0.67497277,3,2,0.625,0
0.625,23,0.170014881,0.043586575,0.208773981,1,1,0.625,0
0.625,24,0.641964286,0.43762702,0.661533839,3,2,0.625,0
0.625,25,0.220982143,0.084050808,0.289915173,1,1,0.625,0
0.625,26,0.32202381,0.14001869,0.374190713,3,2,0.625,0
0.625,27,0.112797619,0.017851563,0.13360974,3,2,0.625,0
0.625,28,0.211805556,0.110677083,0.332681655,7,3,0.625,0
0.625,29,0.09375,0.021875,0.147901995,3,2,0.625,0
0.625,30,0.120089286,0.023706597,0.153969468,127,7,0.337725055,12
0.625,31,0.098660714,0.016315547,0.127732326,3,2,0.625,0
0.625,32,0.129315476,0.020448377,0.142997823,3,2,0.625,0
0.625,33,0.018526786,0.000367794,0.019177963,127,7,0.26132521,17
0.625,34,0.278645833,0.111670121,0.334170796,1,1,0.625,0
0.625,35,0.256770833,0.113532189,0.33694538,1,1,0.625,0
0.625,36,0.24171627,0.105524701,0.324845658,15,4,0.43646081,7
0.625,37,0.423958333,0.2314299,0.481071616,3,2,0.625,0
0.625,38,0.230952381,0.081875974,0.286139781,3,2,0.625,0
0.625,39,0.184672619,0.084249043,0.290256858,3,2,0.625,0
0.625,40,0.132142857,0.028180184,0.167869543,3,2,0.625,0
0.625,41,0.135044643,0.025702859,0.160321113,1,1,0.625,0
0.625,42,0.241145833,0.07267246,0.2695783,3,2,0.625,0
0.625,43,0.253497024,0.086937535,0.294851718,63,6,0.393905881,9
0.625,44,0.423511905,0.414287663,0.643651818,7,3,0.625,0
0.625,45,0.141592262,0.029004836,0.170308063,63,6,0.289557019,15
0.625,46,0.181547619,0.048207554,0.219562187,1,1,0.625,0
0.625,47,0.148214286,0.030803571,0.175509463,3,2,0.625,0
0.65,0,0.288541667,0.096841341,0.311193414,1,1,0.65,0
0.65,1,0.264880952,0.136720522,0.369757382,3,2,0.65,0
